review_id,product_id,date_id,sentiment_id,review_type_id,cluster_id,rating,review_length
2014452581,MLM26578383,20250805,1,2,0,5.0,190
1313087511,MLM26578383,20260805,1,3,0,5.0,201
1215467804,MLM26578383,20260805,1,1,2,5.0,37
1090158061,MLM26578383,20260805,1,2,2,5.0,73
1373446634,MLM26578383,20260805,1,3,2,5.0,522
990780165,MLM26578383,20260805,1,2,0,5.0,187
762802514,MLM26578383,20260805,1,2,2,5.0,62
690535107,MLM26578383,20260805,1,3,1,5.0,218
2602024077,MLM26578383,20260107,1,2,2,5.0,80
2503678009,MLM26578383,20251208,1,3,2,4.0,370
2792221386,MLM26578383,20260407,1,1,0,5.0,19
2780949858,MLM26578383,20260407,2,1,2,5.0,0
2751162355,MLM26578383,20260308,1,1,1,5.0,49
2702965638,MLM26578383,20260206,1,1,2,5.0,41
2624774190,MLM26578383,20260107,2,1,2,5.0,0
2568239893,MLM26578383,20251208,1,3,0,5.0,306
2542863429,MLM26578383,20251208,1,2,2,5.0,57
1874210050,MLM26578383,20250805,1,3,0,5.0,430
1368899659,MLM26578383,20260805,1,3,2,5.0,463
